"position","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
0.995111,71,41.75,70.75,34.5,73.75,50.75,72.75,71.25,65,59.25,-3290.75
0.996536,71,42,71,35,74,51,73,71,64,60,-2933
0.997942,71,41.5,71.25,34.5,74.25,51,72.5,71,64,59.75,-2602.75
0.999349,71,41,71.5,34,74.5,51,72,71,64,59.5,-2272.5
1.000755,71,40.5,71.75,33.5,74.75,51,71.5,71,64,59.25,-1942.25
1.002162,71,40,72,33,75,51,71,71,64,59,-1612
1.003443,71.25,40,71.75,33,74.5,50.5,71,71.5,64.25,59.25,-1464.75
1.004723,71.5,40,71.5,33,74,50,71,72,64.5,59.5,-1317.5
1.006004,71.75,40,71.25,33,73.5,49.5,71,72.5,64.75,59.75,-1170.25
1.007284,72,40,71,33,73,49,71,73,65,60,-1023
1.007455,71.75,40,70.75,32.75,73.5,49.75,70.75,72,65,60,-1022.25
1.007626,71.5,40,70.5,32.5,74,50.5,70.5,71,65,60,-1021.5
1.007797,71.25,40,70.25,32.25,74.5,51.25,70.25,70,65,60,-1020.75
1.007969,71,40,70,32,75,52,70,69,65,60,-1020
